,id,count
1000,19089,1
1001,19090,1
1002,19091,3
1003,19092,1
1004,19093,1
1005,19094,3
1006,19095,1
1007,19096,1
1008,19097,1
1009,19098,1
1010,19099,1
1011,19100,1
1012,19101,1
1013,19102,5
1014,19103,9
1015,19104,5
1016,19105,3
1017,19106,7
1018,19107,7
1019,19108,1
1020,19109,1
1021,19110,1
1022,19111,2
1023,19112,1
1024,19113,7
1025,19114,4
1026,19115,1
1027,19116,2
1028,19117,2
1029,19118,1
1030,19119,1
1031,19120,6
1032,19121,11
1033,19122,3
1034,19123,2
1035,19124,16
1036,19125,5
1037,19126,4
1038,19127,4
1039,19128,2
1040,19129,3
1041,19130,1
1042,19131,2
1043,19132,1
1044,19133,1
1045,19134,1
1046,19135,1
1047,19136,1
1048,19137,1
1049,19138,1
1050,19139,2
1051,19140,1
1052,19141,4
1053,19142,2
1054,19143,1
1055,19144,1
1056,19145,9
1057,19146,2
1058,19147,1
1059,19148,1
1060,19149,2
1061,19150,5
1062,19151,1
1063,19152,2
1064,19153,2
1065,19154,1
1066,19155,2
1067,19156,1
1068,19157,1
1069,19158,1
1070,19159,1
1071,19160,1
1072,19161,1
1073,19162,1
1074,19163,1
1075,19164,2
1076,19165,2
1077,19166,3
1078,19167,1
1079,19168,1
1080,19169,2
1081,19170,2
1082,19171,1
1083,19172,1
1084,19173,1
1085,19174,1
1086,19175,1
1087,19176,1
1088,19177,1
1089,19178,2
1090,19179,1
1091,19180,1
1092,19181,1
1093,19182,1
1094,19183,1
1095,19184,1
1096,19185,1
1097,19186,2
1098,19187,3
1099,19188,1
1100,19189,1
1101,19190,3
1102,19191,1
1103,19192,8
1104,19193,1
1105,19194,2
1106,19195,1
1107,19196,1
1108,19197,1
1109,19198,1
1110,19199,2
1111,19200,4
1112,19201,1
1113,19202,3
1114,19203,1
1115,19204,1
1116,19205,2
1117,19206,1
1118,19207,1
1119,19208,3
1120,19209,1
1121,19210,1
1122,19211,1
1123,19212,3
1124,19213,2
1125,19214,1
1126,19215,1
1127,19216,2
1128,19217,2
1129,19218,1
1130,19219,2
1131,19220,1
1132,19221,5
1133,19222,1
1134,19223,4
1135,19224,2
1136,19225,5
1137,19226,1
1138,19227,5
1139,19228,3
1140,19229,45
1141,19230,1
1142,19231,2
1143,19232,16
1144,19233,5
1145,19234,1
1146,19235,4
1147,19236,12
1148,19237,10
1149,19238,7
1150,19239,2
1151,19240,5
1152,19241,13
1153,19242,2
1154,19243,3
1155,19244,2
1156,19245,8
1157,19246,1
1158,19247,2
1159,19248,1
1160,19249,3
1161,19250,3
1162,19251,1
1163,19252,1
1164,19253,1
1165,19254,3
1166,19255,2
1167,19256,7
1168,19257,4
1169,19258,1
1170,19259,1
1171,19260,7
1172,19261,2
1173,19262,2
1174,19263,2
1175,19264,1
1176,19265,1
1177,19266,1
1178,19267,1
1179,19268,2
1180,19269,1
1181,19270,3
1182,19271,4
1183,19272,1
1184,19273,1
1185,19274,1
1186,19275,1
1187,19276,1
1188,19277,2
1189,19278,1
1190,19279,1
1191,19280,7
1192,19281,3
1193,19282,1
1194,19283,4
1195,19284,3
1196,19285,5
1197,19286,4
1198,19287,4
1199,19288,2
1200,19289,5
1201,19290,1
1202,19291,1
1203,19292,1
1204,19293,1
1205,19294,1
1206,19295,1
1207,19296,1
1208,19297,1
1209,19298,7
1210,19299,4
1211,19300,5
1212,19301,31
1213,19302,1
1214,19303,1
1215,19304,15
1216,19305,10
1217,19306,1
1218,19307,2
1219,19308,1
1220,19309,12
1221,19310,2
1222,19311,1
1223,19312,4
1224,19313,1
1225,19314,1
1226,19315,2
1227,19316,1
1228,19317,2
1229,19318,1
1230,19319,3
1231,19320,2
1232,19321,4
1233,19322,2
1234,19323,1
1235,19324,3
1236,19325,1
1237,19326,18
1238,19327,7
1239,19328,10
1240,19329,35
1241,19330,3
1242,19331,7
1243,19332,11
1244,19333,2
1245,19334,1
1246,19335,1
1247,19336,1
1248,19337,1
1249,19338,1
1250,19339,1
1251,19340,1
1252,19341,2
1253,19342,1
1254,19343,1
1255,19344,1
1256,19345,1
1257,19346,1
1258,19347,1
1259,19348,1
1260,19349,1
1261,19350,1
1262,19351,1
1263,19352,1
1264,19353,1
1265,19354,1
1266,19355,1
1267,19356,1
1268,19357,2
1269,19358,2
1270,19359,1
1271,19360,3
1272,19361,1
1273,19362,1
1274,19363,1
1275,19364,2
1276,19365,1
1277,19366,1
1278,19367,1
1279,19368,6
1280,19369,2
1281,19370,2
1282,19371,1
1283,19372,1
1284,19373,1
1285,19374,1
1286,19375,2
1287,19376,2
1288,19377,2
1289,19378,2
1290,19379,1
1291,19380,1
1292,19381,5
1293,19382,1
1294,19383,1
1295,19384,1
1296,19385,1
1297,19386,1
1298,19387,1
1299,19388,2
1300,19389,12
1301,19390,2
1302,19391,1
1303,19392,1
1304,19393,2
1305,19394,5
1306,19395,1
1307,19396,1
1308,19397,5
1309,19398,8
1310,19399,1
1311,19400,10
1312,19401,1
1313,19402,2
1314,19403,7
1315,19404,1
1316,19405,3
1317,19406,4
1318,19407,1
1319,19408,1
1320,19409,1
1321,19410,1
1322,19411,67
1323,19412,15
1324,19413,1
1325,19414,1
1326,19415,1
1327,19416,2
1328,19417,1
1329,19418,2
1330,19419,1
1331,19420,2
1332,19421,2
1333,19422,5
1334,19423,1
1335,19424,11
1336,19425,2
1337,19426,3
1338,19427,1
1339,19428,8
1340,19429,22
1341,19430,2
1342,19431,2
1343,19432,1
1344,19433,3
1345,19434,3
1346,19435,1
1347,19436,2
1348,19437,2
1349,19438,5
1350,19439,5
1351,19440,1
1352,19441,1
1353,19442,1
1354,19443,1
1355,19444,1
1356,19445,2
1357,19446,5
1358,19447,1
1359,19448,1
1360,19449,1
1361,19450,3
1362,19451,8
1363,19452,3
1364,19453,3
1365,19454,2
1366,19455,5
1367,19456,1
1368,19457,1
1369,19458,1
1370,19459,3
1371,19460,1
1372,19461,1
1373,19462,3
1374,19463,1
1375,19464,3
1376,19465,4
1377,19466,2
1378,19467,2
1379,19468,4
1380,19469,1
1381,19470,1
1382,19471,11
1383,19472,2
1384,19473,1
1385,19474,1
1386,19475,1
1387,19476,4
1388,19477,4
1389,19478,11
1390,19479,1
1391,19480,1
1392,19481,1
1393,19482,1
1394,19483,3
1395,19484,15
1396,19485,1
1397,19486,1
1398,19487,7
1399,19488,3
1400,19489,1
1401,19490,5
1402,19491,2
1403,19492,1
1404,19493,2
1405,19494,2
1406,19495,5
1407,19496,1
1408,19497,5
1409,19498,1
1410,19499,1
1411,19500,1
1412,19501,1
1413,19502,1
1414,19503,2
1415,19504,3
1416,19505,1
1417,19506,1
1418,19507,1
1419,19508,1
1420,19509,1
1421,19510,1
1422,19511,2
1423,19512,2
1424,19513,4
1425,19514,1
1426,19515,1
1427,19516,1
1428,19517,2
1429,19518,1
1430,19519,1
1431,19520,1
1432,19521,1
1433,19522,1
1434,19523,1
1435,19524,1
1436,19525,1
1437,19526,3
1438,19527,5
1439,19528,2
1440,19529,1
1441,19530,1
1442,19531,4
1443,19532,3
1444,19533,1
1445,19534,1
1446,19535,1
1447,19536,4
1448,19537,2
1449,19538,1
1450,19539,2
1451,19540,1
1452,19541,1
1453,19542,1
1454,19543,2
1455,19544,1
1456,19545,1
1457,19546,1
1458,19547,1
1459,19548,1
1460,19549,1
1461,19550,5
1462,19551,1
1463,19552,2
1464,19553,1
1465,19554,1
1466,19555,1
1467,19556,2
1468,19557,1
1469,19558,1
1470,19559,1
1471,19560,2
1472,19561,2
1473,19562,1
1474,19563,9
1475,19564,3
1476,19565,4
1477,19566,3
1478,19567,3
1479,19568,3
1480,19569,1
1481,19570,1
1482,19571,6
1483,19572,2
1484,19573,1
1485,19574,3
1486,19575,4
1487,19576,5
1488,19577,3
1489,19578,1
1490,19579,1
1491,19580,2
1492,19581,5
1493,19582,1
1494,19583,1
1495,19584,10
1496,19585,2
1497,19586,1
1498,19587,2
1499,19588,1
1500,19589,1
1501,19590,2
1502,19591,2
1503,19592,1
1504,19593,3
1505,19594,18
1506,19595,1
1507,19596,2
1508,19597,1
1509,19598,4
1510,19599,3
1511,19600,1
1512,19601,1
1513,19602,1
1514,19603,13
1515,19604,2
1516,19605,2
1517,19606,1
1518,19607,2
1519,19608,2
1520,19609,1
1521,19610,1
1522,19611,1
1523,19612,1
1524,19613,2
1525,19614,1
1526,19615,2
1527,19616,1
1528,19617,1
1529,19618,1
1530,19619,1
1531,19620,1
1532,19621,1
1533,19622,1
1534,19623,1
1535,19624,1
1536,19625,10
1537,19626,1
1538,19627,1
1539,19628,6
1540,19629,8
1541,19630,3
1542,19631,12
1543,19632,1
1544,19633,1
1545,19634,1
1546,19635,2
1547,19636,8
1548,19637,2
1549,19638,2
1550,19639,1
1551,19640,2
1552,19641,1
1553,19642,6
1554,19643,8
1555,19644,1
1556,19645,1
1557,19646,1
1558,19647,1
1559,19648,1
1560,19649,1
1561,19650,1
1562,19651,2
1563,19652,1
1564,19653,2
1565,19654,6
1566,19655,3
1567,19656,2
1568,19657,2
1569,19658,2
1570,19659,1
1571,19660,4
1572,19661,1
1573,19662,1
1574,19663,1
1575,19664,1
1576,19665,1
1577,19666,2
1578,19667,2
1579,19668,2
1580,19669,1
1581,19670,1
1582,19671,3
1583,19672,1
1584,19673,2
1585,19674,3
1586,19675,7
1587,19676,5
1588,19677,3
1589,19678,1
1590,19679,3
1591,19680,5
1592,19681,1
1593,19682,1
1594,19683,2
1595,19684,1
1596,19685,8
1597,19686,1
1598,19687,2
1599,19688,2
1600,19689,1
1601,19690,1
1602,19691,1
1603,19692,1
1604,19693,2
1605,19694,1
1606,19695,2
1607,19696,5
1608,19697,10
1609,19698,1
1610,19699,2
1611,19700,4
1612,19701,1
1613,19702,4
1614,19703,3
1615,19704,2
1616,19705,2
1617,19706,14
1618,19707,6
1619,19708,1
1620,19709,2
1621,19710,8
1622,19711,1
1623,19712,2
1624,19713,2
1625,19714,1
1626,19715,1
1627,19716,1
1628,19717,1
1629,19718,1
1630,19719,1
1631,19720,1
1632,19721,1
1633,19722,8
1634,19723,22
1635,19724,1
1636,19725,1
1637,19726,6
1638,19727,1
1639,19728,1
1640,19729,1
1641,19730,5
1642,19731,1
1643,19732,3
1644,19733,1
1645,19734,6
1646,19735,1
1647,19736,1
1648,19737,3
1649,19738,1
1650,19739,1
1651,19740,1
1652,19741,1
1653,19742,3
1654,19743,1
1655,19744,3
1656,19745,1
1657,19746,1
1658,19747,2
1659,19748,1
1660,19749,1
1661,19750,1
1662,19751,1
1663,19752,1
1664,19753,2
1665,19754,2
1666,19755,1
1667,19756,20
1668,19757,5
1669,19758,1
1670,19759,2
1671,19760,1
1672,19761,1
1673,19762,2
1674,19763,1
1675,19764,6
1676,19765,2
1677,19766,6
1678,19767,3
1679,19768,5
1680,19769,22
1681,19770,1
1682,19771,1
1683,19772,1
1684,19773,2
1685,19774,1
1686,19775,1
1687,19776,1
1688,19777,1
1689,19778,2
1690,19779,54
1691,19780,1
1692,19781,4
1693,19782,1
1694,19783,1
1695,19784,2
1696,19785,2
1697,19786,45
1698,19787,5
1699,19788,1
1700,19789,1
1701,19790,1
1702,19791,1
1703,19792,1
1704,19793,2
1705,19794,1
1706,19795,1
1707,19796,1
1708,19797,1
1709,19798,3
1710,19799,2
1711,19800,2
1712,19801,2
1713,19802,2
1714,19803,2
1715,19804,1
1716,19805,1
1717,19806,1
1718,19807,1
1719,19808,3
1720,19809,4
1721,19810,1
1722,19811,1
1723,19812,1
1724,19813,2
1725,19814,22
1726,19815,4
1727,19816,5
1728,19817,2
1729,19818,2
1730,19819,3
1731,19820,1
1732,19821,2
1733,19822,3
1734,19823,4
1735,19824,4
1736,19825,10
1737,19826,1
1738,19827,1
1739,19828,2
1740,19829,2
1741,19830,3
1742,19831,2
1743,19832,5
1744,19833,1
1745,19834,1
1746,19835,1
1747,19836,1
1748,19837,6
1749,19838,10
1750,19839,10
1751,19840,45
1752,19841,2
1753,19842,1
1754,19843,2
1755,19844,1
1756,19845,1
1757,19846,4
1758,19847,1
1759,19848,1
1760,19849,1
1761,19850,1
1762,19851,1
1763,19852,1
1764,19853,1
1765,19854,1
1766,19855,1
1767,19856,1
1768,19857,1
1769,19858,1
1770,19859,1
1771,19860,1
1772,19861,3
1773,19862,2
1774,19863,1
1775,19864,2
1776,19865,22
1777,19866,8
1778,19867,22
1779,19868,1
1780,19869,1
1781,19870,2
1782,19871,1
1783,19872,1
1784,19873,1
1785,19874,1
1786,19875,1
1787,19876,1
1788,19877,1
1789,19878,6
1790,19879,1
1791,19880,1
1792,19881,3
1793,19882,4
1794,19883,4
1795,19884,1
1796,19885,1
1797,19886,1
1798,19887,1
1799,19888,1
1800,19889,3
1801,19890,1
1802,19891,2
1803,19892,1
1804,19893,1
1805,19894,4
1806,19895,1
1807,19896,5
1808,19897,3
1809,19898,2
1810,19899,2
1811,19900,5
1812,19901,2
1813,19902,6
1814,19903,2
1815,19904,2
1816,19905,1
1817,19906,1
1818,19907,1
1819,19908,1
1820,19909,1
1821,19910,2
1822,19911,1
1823,19912,1
1824,19913,1
1825,19914,1
1826,19915,1
1827,19916,7
1828,19917,2
1829,19918,2
1830,19919,2
1831,19920,1
1832,19921,2
1833,19922,7
1834,19923,9
1835,19924,6
1836,19925,2
1837,19926,3
1838,19927,2
1839,19928,1
1840,19929,2
1841,19930,2
1842,19931,4
1843,19932,6
1844,19933,1
1845,19934,3
1846,19935,1
1847,19936,1
1848,19937,15
1849,19938,3
1850,19939,3
1851,19940,2
1852,19941,14
1853,19942,2
1854,19943,1
1855,19944,3
1856,19945,1
1857,19946,1
1858,19947,2
1859,19948,1
1860,19949,4
1861,19950,1
1862,19951,5
1863,19952,3
1864,19953,7
1865,19954,3
1866,19955,1
1867,19956,2
1868,19957,1
1869,19958,1
1870,19959,1
1871,19960,2
1872,19961,2
